,time,open,high,low,close,date,symbol,rsi,candle_color,next_candle_color,next_candle_close,next_candle_open,pattern,next_candle_high,next_candle_low,candle_diff_pct,ATM,new_symbol_call,new_symbol_put
0,33300,38719.6,38744.2,38641.85,38723.05,220112,BANKNIFTY,,Green,Red,38712.55,38721.6,,38732.85,38682.7,,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
1,33600,38721.6,38732.85,38682.7,38712.55,220112,BANKNIFTY,,Red,Red,38667.0,38715.05,,38731.0,38662.05,,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
2,33900,38715.05,38731.0,38662.05,38667.0,220112,BANKNIFTY,,Red,Red,38657.05,38673.35,,38691.75,38621.05,0.265,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
3,34200,38673.35,38691.75,38621.05,38657.05,220112,BANKNIFTY,,Red,Green,38670.2,38655.85,,38670.2,38640.3,0.183,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
4,34500,38655.85,38670.2,38640.3,38670.2,220112,BANKNIFTY,,Green,Green,38754.65,38666.5,,38767.45,38650.65,0.285,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
5,34800,38666.5,38767.45,38650.65,38754.65,220112,BANKNIFTY,,Green,Red,38756.25,38761.1,,38780.95,38725.3,0.183,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
6,35100,38761.1,38780.95,38725.3,38756.25,220112,BANKNIFTY,,Red,Green,38750.35,38750.1,,38752.8,38718.5,0.329,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
7,35400,38750.1,38752.8,38718.5,38750.35,220112,BANKNIFTY,,Green,Green,38780.4,38747.8,,38791.35,38747.8,0.337,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
8,35700,38747.8,38791.35,38747.8,38780.4,220112,BANKNIFTY,,Green,Red,38725.4,38781.85,,38792.15,38725.4,0.161,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
9,36000,38781.85,38792.15,38725.4,38725.4,220112,BANKNIFTY,,Red,Green,38792.2,38715.75,,38814.2,38715.75,0.188,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
10,36300,38715.75,38814.2,38715.75,38792.2,220112,BANKNIFTY,,Green,Green,38790.8,38787.75,Bearish Engulfing,38806.05,38781.95,0.172,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
11,36600,38787.75,38806.05,38781.95,38790.8,220112,BANKNIFTY,,Green,Green,38794.1,38789.9,Bullish Engulfing,38838.95,38761.25,0.254,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
12,36900,38789.9,38838.95,38761.25,38794.1,220112,BANKNIFTY,,Green,Green,38811.3,38793.4,,38812.0,38770.4,0.254,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
13,37200,38793.4,38812.0,38770.4,38811.3,220112,BANKNIFTY,,Green,Green,38840.6,38804.7,,38848.8,38804.7,0.2,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
14,37500,38804.7,38848.8,38804.7,38840.6,220112,BANKNIFTY,65.71,Green,Red,38827.8,38838.2,,38846.25,38818.35,0.2,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
15,37800,38838.2,38846.25,38818.35,38827.8,220112,BANKNIFTY,65.31,Red,Red,38788.9,38826.15,,38830.8,38779.7,0.202,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
16,38100,38826.15,38830.8,38779.7,38788.9,220112,BANKNIFTY,66.48,Red,Green,38814.85,38785.3,,38814.85,38777.3,0.114,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
17,38400,38785.3,38814.85,38777.3,38814.85,220112,BANKNIFTY,70.45,Green,Red,38773.5,38815.1,,38821.25,38770.35,0.172,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
18,38700,38815.1,38821.25,38770.35,38773.5,220112,BANKNIFTY,62.48,Red,Red,38772.7,38773.7,,38802.35,38756.1,0.138,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
19,39000,38773.7,38802.35,38756.1,38772.7,220112,BANKNIFTY,52.73,Red,Green,38791.4,38770.95,Bearish Engulfing,38800.4,38761.2,0.131,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
20,39300,38770.95,38800.4,38761.2,38791.4,220112,BANKNIFTY,55.06,Green,Red,38763.8,38794.0,,38794.0,38742.25,0.168,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
21,39600,38794.0,38794.0,38742.25,38763.8,220112,BANKNIFTY,51.82,Red,Red,38757.75,38760.65,Bullish Engulfing,38777.5,38744.25,0.119,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
22,39900,38760.65,38777.5,38744.25,38757.75,220112,BANKNIFTY,46.72,Red,Green,38766.45,38760.7,Bearish Engulfing,38770.2,38744.55,0.15,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
23,40200,38760.7,38770.2,38744.55,38766.45,220112,BANKNIFTY,56.87,Green,Red,38737.8,38764.3,,38794.95,38735.95,0.134,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
24,40500,38764.3,38794.95,38735.95,38737.8,220112,BANKNIFTY,39.57,Red,Red,38712.1,38734.25,,38742.05,38704.9,0.086,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
25,40800,38734.25,38742.05,38704.9,38712.1,220112,BANKNIFTY,36.19,Red,Green,38721.75,38710.7,,38729.05,38701.8,0.152,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
26,41100,38710.7,38729.05,38701.8,38721.75,220112,BANKNIFTY,37.58,Green,Green,38759.5,38725.15,,38760.25,38718.1,0.233,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
27,41400,38725.15,38760.25,38718.1,38759.5,220112,BANKNIFTY,41.7,Green,Red,38753.9,38759.15,,38777.25,38747.9,0.104,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
28,41700,38759.15,38777.25,38747.9,38753.9,220112,BANKNIFTY,34.96,Red,Green,38769.75,38753.9,,38774.75,38744.15,0.151,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
29,42000,38753.9,38774.75,38744.15,38769.75,220112,BANKNIFTY,40.03,Green,Red,38752.2,38769.5,,38773.95,38743.85,0.153,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
30,42300,38769.5,38773.95,38743.85,38752.2,220112,BANKNIFTY,43.2,Red,Red,38749.1,38750.25,Bullish Engulfing,38760.95,38741.2,0.085,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
31,42600,38750.25,38760.95,38741.2,38749.1,220112,BANKNIFTY,36.69,Red,Red,38749.95,38750.6,,38760.3,38737.1,0.08,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
32,42900,38750.6,38760.3,38737.1,38749.95,220112,BANKNIFTY,44.3,Red,Red,38735.65,38749.8,,38753.55,38730.55,0.085,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
33,43200,38749.8,38753.55,38730.55,38735.65,220112,BANKNIFTY,41.58,Red,Green,38741.45,38735.25,,38741.45,38714.6,0.062,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
34,43500,38735.25,38741.45,38714.6,38741.45,220112,BANKNIFTY,37.94,Green,Red,38719.8,38742.35,,38788.1,38719.5,0.077,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
35,43800,38742.35,38788.1,38719.5,38719.8,220112,BANKNIFTY,39.07,Red,Green,38735.65,38718.75,,38738.35,38715.75,0.101,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
36,44100,38718.75,38738.35,38715.75,38735.65,220112,BANKNIFTY,44.76,Green,Red,38723.5,38734.15,Bearish Engulfing,38749.05,38709.65,0.19,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
37,44400,38734.15,38749.05,38709.65,38723.5,220112,BANKNIFTY,39.99,Red,Green,38730.55,38725.25,,38747.2,38721.0,0.187,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
38,44700,38725.25,38747.2,38721.0,38730.55,220112,BANKNIFTY,48.12,Green,Green,38750.0,38732.2,,38750.45,38726.7,0.102,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
39,45000,38732.2,38750.45,38726.7,38750.0,220112,BANKNIFTY,60.16,Green,Green,38768.6,38752.35,,38772.6,38747.45,0.102,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
40,45300,38752.35,38772.6,38747.45,38768.6,220112,BANKNIFTY,61.98,Green,Green,38776.9,38763.9,,38785.55,38755.75,0.076,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
41,45600,38763.9,38785.55,38755.75,38776.9,220112,BANKNIFTY,55.24,Green,Red,38771.35,38773.75,,38778.9,38766.9,0.119,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
42,45900,38773.75,38778.9,38766.9,38771.35,220112,BANKNIFTY,55.25,Red,Green,38776.5,38767.25,,38786.25,38765.55,0.098,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
43,46200,38767.25,38786.25,38765.55,38776.5,220112,BANKNIFTY,52.17,Green,Red,38772.75,38775.6,,38783.75,38760.15,0.077,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
44,46500,38775.6,38783.75,38760.15,38772.75,220112,BANKNIFTY,57.26,Red,Green,38777.4,38771.25,Bullish Engulfing,38782.6,38766.5,0.053,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
45,46800,38771.25,38782.6,38766.5,38777.4,220112,BANKNIFTY,59.89,Green,Green,38781.55,38781.0,,38781.9,38762.75,0.067,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
46,47100,38781.0,38781.9,38762.75,38781.55,220112,BANKNIFTY,60.79,Green,Red,38788.9,38798.8,Bullish Engulfing,38800.1,38776.2,0.061,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
47,47400,38798.8,38800.1,38776.2,38788.9,220112,BANKNIFTY,69.09,Red,Red,38737.35,38786.75,,38790.65,38716.6,0.051,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
48,47700,38786.75,38790.65,38716.6,38737.35,220112,BANKNIFTY,48.89,Red,Green,38749.95,38730.7,,38756.35,38723.65,0.096,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
49,48000,38730.7,38756.35,38723.65,38749.95,220112,BANKNIFTY,58.56,Green,Red,38729.15,38750.55,,38750.55,38724.55,0.216,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
50,48300,38750.55,38750.55,38724.55,38729.15,220112,BANKNIFTY,48.21,Red,Green,38756.2,38727.05,,38757.55,38724.3,0.191,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
51,48600,38727.05,38757.55,38724.3,38756.2,220112,BANKNIFTY,58.34,Green,Green,38773.5,38754.4,Bearish Engulfing,38784.4,38754.4,0.084,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
52,48900,38754.4,38784.4,38754.4,38773.5,220112,BANKNIFTY,60.41,Green,Red,38764.85,38773.9,Bullish Engulfing,38781.75,38751.7,0.086,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
53,49200,38773.9,38781.75,38751.7,38764.85,220112,BANKNIFTY,53.8,Red,Red,38737.7,38765.5,,38766.35,38726.95,0.155,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
54,49500,38765.5,38766.35,38726.95,38737.7,220112,BANKNIFTY,42.43,Red,Red,38727.4,38738.75,,38749.35,38719.9,0.084,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
55,49800,38738.75,38749.35,38719.9,38727.4,220112,BANKNIFTY,37.99,Red,Red,38672.3,38727.15,,38727.35,38623.6,0.142,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
56,50100,38727.15,38727.35,38623.6,38672.3,220112,BANKNIFTY,30.62,Red,Red,38655.2,38672.0,,38674.65,38652.4,0.12,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
57,50400,38672.0,38674.65,38652.4,38655.2,220112,BANKNIFTY,27.33,Red,Red,38656.35,38656.4,,38671.0,38624.25,0.326,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
58,50700,38656.4,38671.0,38624.25,38656.35,220112,BANKNIFTY,28.03,Red,Red,38647.45,38650.35,,38671.7,38640.1,0.269,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
59,51000,38650.35,38671.7,38640.1,38647.45,220112,BANKNIFTY,25.86,Red,Green,38712.1,38645.85,,38716.5,38611.6,0.13,38600,BANKNIFTY13012238600CE,BANKNIFTY13012238600PE
60,51300,38645.85,38716.5,38611.6,38712.1,220112,BANKNIFTY,39.47,Green,Red,38674.05,38714.95,,38714.95,38674.05,0.123,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
61,51600,38714.95,38714.95,38674.05,38674.05,220112,BANKNIFTY,34.06,Red,Green,38692.7,38679.3,Bullish Engulfing,38704.2,38665.2,0.272,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
62,51900,38679.3,38704.2,38665.2,38692.7,220112,BANKNIFTY,43.18,Green,Green,38693.75,38691.6,,38703.05,38681.7,0.272,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
63,52200,38691.6,38703.05,38681.7,38693.75,220112,BANKNIFTY,41.1,Green,Green,38761.05,38693.5,,38764.85,38689.45,0.129,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
64,52500,38693.5,38764.85,38689.45,38761.05,220112,BANKNIFTY,54.4,Green,Red,38755.1,38759.35,,38764.95,38736.5,0.101,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
65,52800,38759.35,38764.95,38736.5,38755.1,220112,BANKNIFTY,49.84,Red,Red,38740.25,38756.4,,38760.2,38723.95,0.215,38800,BANKNIFTY13012238800CE,BANKNIFTY13012238800PE
66,53100,38756.4,38760.2,38723.95,38740.25,220112,BANKNIFTY,45.09,Red,Red,38732.9,38738.85,,38743.65,38724.5,0.195,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
67,53400,38738.85,38743.65,38724.5,38732.9,220112,BANKNIFTY,45.27,Red,Red,38716.8,38729.7,,38750.85,38709.25,0.106,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
68,53700,38729.7,38750.85,38709.25,38716.8,220112,BANKNIFTY,46.8,Red,Green,38743.9,38718.0,,38747.0,38718.0,0.094,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
69,54000,38718.0,38747.0,38718.0,38743.9,220112,BANKNIFTY,52.4,Green,Red,38739.75,38741.15,,38761.4,38731.5,0.107,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
70,54300,38741.15,38761.4,38731.5,38739.75,220112,BANKNIFTY,61.54,Red,Green,38734.95,38731.7,,38744.35,38722.3,0.107,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
71,54600,38731.7,38744.35,38722.3,38734.95,220112,BANKNIFTY,64.24,Green,Red,38730.35,38732.65,,38743.2,38706.4,0.112,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
72,54900,38732.65,38743.2,38706.4,38730.35,220112,BANKNIFTY,63.05,Red,Red,38716.95,38726.45,,38744.5,38716.05,0.101,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
73,55200,38726.45,38744.5,38716.05,38716.95,220112,BANKNIFTY,62.07,Red,Red,38708.85,38715.8,,38728.3,38694.05,0.098,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
74,55500,38715.8,38728.3,38694.05,38708.85,220112,BANKNIFTY,49.3,Red,,,,,,,0.098,38700,BANKNIFTY13012238700CE,BANKNIFTY13012238700PE
